date,amount
2018-05-12,440571.05
2018-05-12,528304.5
2018-05-12,1237470.0
2018-05-14,1072949.95
2018-05-15,951900.0
2018-05-17,460085.0
2018-05-17,555275.0
2018-05-18,1189875.0
2018-05-18,101694.65000000001
2018-05-19,491815.0
2018-05-19,369019.9
2018-05-21,413124.6
2018-05-21,515612.5
2018-05-22,4490905.55
2018-05-24,625715.6
2018-05-25,1189716.3499999999
2018-05-28,152621.3
2018-05-28,1444190.95
2018-05-29,317300.0
2018-05-29,99156.25
2018-06-01,612864.9500000001
2018-06-01,96935.15000000001
2018-06-01,208307.45
2018-06-03,1044075.65
2018-06-04,3731130.7
2018-06-04,382663.8
2018-06-04,19790635.6
2018-06-04,186572.4
2018-06-06,63460.0
2018-06-08,475950.0
2018-06-09,256695.69999999998
2018-06-09,151669.4
2018-06-09,169596.85
2018-06-10,729948.65
2018-06-12,199105.75
2018-06-12,1419282.9
2018-06-14,4496775.6
2018-06-14,111372.29999999999
2018-06-15,951900.0
2018-06-16,47595.0
2018-06-16,359500.9
2018-06-16,220523.5
2018-06-18,555275.0
2018-06-19,611119.8
2018-06-19,42676.85
2018-06-20,1189875.0
2018-06-20,475950.0
2018-06-21,1419124.25
2018-06-23,134852.5
2018-06-23,1189399.05
2018-06-25,14956887.4
2018-06-25,1189716.3499999999
2018-06-26,152621.3
2018-06-27,55527.5
2018-06-27,359500.9
2018-06-28,120098.05
2018-07-01,208307.45
2018-07-02,19790635.6
2018-07-02,396625.0
2018-07-02,578120.6
2018-07-04,547025.2
2018-07-04,186572.4
2018-07-05,702026.25
2018-07-05,3368456.8
2018-07-06,101694.65000000001
2018-07-09,4122837.5500000003
2018-07-09,169596.85
2018-07-10,3841868.4
2018-07-10,85512.34999999999
2018-07-10,475950.0
2018-07-11,1419282.9
2018-07-14,531636.15
2018-07-15,574947.6
2018-07-17,241623.95
2018-07-17,555275.0
2018-07-17,951900.0
2018-07-18,452787.1
2018-07-18,1189875.0
2018-07-20,1632191.2
2018-07-21,458974.45
2018-07-21,475950.0
2018-07-23,974586.95
2018-07-23,151986.7
2018-07-24,421850.35
2018-07-25,1189716.3499999999
2018-07-26,534174.55
2018-07-28,120732.65000000001
2018-07-30,545438.7000000001
2018-07-31,104709.0
2018-08-01,208307.45
2018-08-02,641580.6
2018-08-02,19790635.6
2018-08-03,99473.54999999999
2018-08-04,186572.4
2018-08-06,1213196.55
2018-08-09,169596.85
2018-08-09,475950.0
2018-08-10,1418331.0
2018-08-11,216874.55
2018-08-11,534015.8999999999
2018-08-15,651575.55
2018-08-15,89478.59999999999
2018-08-15,951900.0
2018-08-16,4276569.4
2018-08-16,555275.0
2018-08-17,237657.7
2018-08-18,372351.55
2018-08-20,1189875.0
2018-08-21,1582692.4000000001
2018-08-22,542265.7
2018-08-24,671248.15
2018-08-27,1189716.3499999999
2018-08-30,565587.25
2018-08-31,184668.6
2018-09-01,752001.0
2018-09-01,208307.45
2018-09-02,1742452.95
2018-09-04,10903855.85
2018-09-04,19790635.6
2018-09-04,186572.4
2018-09-07,475950.0
2018-09-09,285570.0
2018-09-09,169596.85
2018-09-11,616513.9
2018-09-11,124857.55
2018-09-12,748193.3999999999
2018-09-12,1418331.0
2018-09-13,89478.59999999999
2018-09-17,161347.05
2018-09-17,139612.0
2018-09-17,555275.0
2018-09-18,68536.8
2018-09-18,951900.0
2018-09-19,1189875.0
2018-09-19,475950.0
2018-09-20,751683.7000000001
2018-09-22,1101031.0
2018-09-22,108357.95
2018-09-25,1189716.3499999999
2018-09-25,771673.6
2018-09-26,79325.0
2018-09-26,602870.0
2018-09-27,645864.15
2018-09-28,4520890.399999999
2018-09-28,211956.4
2018-09-29,369019.9
2018-09-29,740895.5
2018-10-01,47595.0
2018-10-01,2032623.8
2018-10-01,248445.9
2018-10-01,208307.45
2018-10-02,1967735.95
2018-10-02,19183640.7
2018-10-04,186572.4
2018-10-06,428355.0
2018-10-08,603821.9
2018-10-08,1279512.25
2018-10-08,494988.0
2018-10-09,169596.85
2018-10-09,316982.7
2018-10-09,475950.0
2018-10-10,851633.2
2018-10-11,1418331.0
2018-10-16,951900.0
2018-10-17,555275.0
2018-10-18,1189875.0
2018-10-18,532270.75
2018-10-18,717732.6
2018-10-18,126920.0
2018-10-22,5613512.95
2018-10-22,549880.8999999999
2018-10-23,120098.05
2018-10-25,1189716.3499999999
2018-10-25,475632.7
2018-10-27,402971.0
2018-10-28,201644.15000000002
2018-10-28,234008.75
2018-10-28,1467353.8499999999
2018-10-28,856710.0
2018-10-31,89478.59999999999
2018-11-01,208307.45
2018-11-02,4164721.15
2018-11-02,19183640.7
2018-11-03,375365.9
2018-11-04,186572.4
2018-11-05,579231.15
2018-11-06,855916.75
2018-11-06,475950.0
2018-11-08,89478.59999999999
2018-11-09,169596.85
2018-11-10,428355.0
2018-11-10,225124.35
2018-11-10,387106.0
2018-11-12,161505.69999999998
2018-11-12,354265.44999999995
2018-11-13,76152.0
2018-11-13,593826.95
2018-11-13,161029.75
2018-11-13,1420552.1
2018-11-14,951900.0
2018-11-16,555275.0
2018-11-17,361722.0
2018-11-17,245431.55000000002
2018-11-17,101536.0
2018-11-17,369019.9
2018-11-19,317300.0
2018-11-19,462464.75
2018-11-19,158967.3
2018-11-20,1189875.0
2018-11-21,89478.59999999999
2018-11-21,593509.6499999999
2018-11-26,266532.0
2018-11-26,1189716.3499999999
2018-11-27,269705.0
2018-11-27,450566.0
2018-11-30,9249136.35
2018-11-30,99473.54999999999
2018-12-01,89478.59999999999
2018-12-01,126920.0
2018-12-01,208307.45
2018-12-03,476425.95
2018-12-03,2350399.75
2018-12-03,19183640.7
2018-12-04,47595.0
2018-12-04,327612.25
2018-12-04,186572.4
2018-12-06,339193.7
2018-12-06,213860.2
2018-12-06,634600.0
2018-12-07,475950.0
2018-12-08,200533.6
2018-12-09,169596.85
2018-12-11,163250.84999999998
2018-12-12,1420552.1
2018-12-13,428355.0
2018-12-14,339352.35000000003
2018-12-14,271291.5
2018-12-14,951900.0
2018-12-17,999495.0
2018-12-17,317458.65
2018-12-17,555275.0
2018-12-18,47595.0
2018-12-18,4934332.3
2018-12-18,896689.8
2018-12-18,793091.35
2018-12-18,661887.7999999999
2018-12-18,385519.5
2018-12-19,1189875.0
2018-12-19,682353.65
2018-12-20,481978.7
2018-12-21,7361835.949999999
2018-12-22,339193.7
2018-12-22,351251.10000000003
2018-12-23,444220.0
2018-12-24,609216.0
2018-12-26,889550.55
2018-12-26,515136.55
2018-12-26,118670.20000000001
2018-12-26,1205581.3499999999
2018-12-26,713766.35
2018-12-28,190380.0
2018-12-29,222110.0
2018-12-29,873209.6
2019-01-01,207672.85
2019-01-02,7926154.0
2019-01-03,17451500.0
2019-01-03,667916.5
2019-01-05,372668.85
2019-01-08,713925.0
2019-01-09,7796854.25
2019-01-09,4471391.6
2019-01-09,169596.85
2019-01-10,932703.35
2019-01-10,475950.0
2019-01-10,1031225.0
2019-01-14,458815.80000000005
2019-01-15,96141.9
2019-01-16,555275.0
2019-01-16,951900.0
2019-01-18,1189875.0
2019-01-22,4410311.350000001
2019-01-24,334116.89999999997
2019-01-24,185620.5
2019-01-24,66791.65
2019-01-25,1189875.0
2019-01-31,30143500.0
2019-01-31,496891.8
2019-02-01,150241.55000000002
2019-02-01,207672.85
2019-02-04,1379779.05
2019-02-04,186572.4
2019-02-05,17451500.0
2019-02-07,1031225.0
2019-02-08,47595.0
2019-02-08,435811.55
2019-02-09,169596.85
2019-02-11,47595.0
2019-02-11,2125116.75
2019-02-11,380918.65
2019-02-12,484517.1
2019-02-12,1031225.0
2019-02-13,130251.65000000001
2019-02-15,3291511.55
2019-02-15,72820.34999999999
2019-02-15,951900.0
2019-02-16,126920.0
2019-02-16,519578.75
2019-02-16,594144.25
2019-02-19,9119836.6
2019-02-19,555275.0
2019-02-20,1189875.0
2019-02-20,475950.0
2019-02-21,4641147.100000001
2019-02-21,745020.4
2019-02-25,536237.0
2019-02-25,1189875.0
2019-02-27,408841.05
2019-02-28,508790.55
2019-03-01,207672.85
2019-03-04,1460214.6
2019-03-04,17451500.0
2019-03-04,186572.4
2019-03-05,111055.0
2019-03-06,7803358.9
2019-03-08,540679.2
2019-03-08,431052.05000000005
2019-03-08,777385.0
2019-03-09,169596.85
2019-03-12,1031225.0
2019-03-12,47912.3
2019-03-14,4843108.55
2019-03-14,4787898.350000001
2019-03-14,126920.0
2019-03-15,951900.0
2019-03-18,5092506.350000001
2019-03-18,257488.95
2019-03-19,219571.6
2019-03-19,555275.0
2019-03-20,1189875.0
2019-03-22,595096.15
2019-03-23,82498.0
2019-03-25,1189875.0
2019-03-26,254474.59999999998
2019-03-27,787379.9500000001
2019-03-27,70757.9
2019-03-30,203706.6
2019-04-01,24632792.25
2019-04-01,207672.85
2019-04-02,17451500.0
2019-04-04,89478.59999999999
2019-04-04,569553.5
2019-04-04,186572.4
2019-04-06,436922.1
2019-04-08,475950.0
2019-04-09,6929038.75
2019-04-09,169755.5
2019-04-09,475950.0
2019-04-09,169596.85
2019-04-10,1031225.0
2019-04-12,712814.45
2019-04-12,655859.1000000001
2019-04-13,617783.1
2019-04-13,267642.55
2019-04-13,327453.60000000003
2019-04-15,951900.0
2019-04-16,555275.0
2019-04-18,1189875.0
2019-04-19,9587536.8
2019-04-19,172769.85
2019-04-22,228456.0
2019-04-22,1023609.7999999999
2019-04-23,468969.39999999997
2019-04-25,1189875.0
2019-04-27,634600.0
2019-04-27,233850.1
2019-04-29,4267050.399999999
2019-04-29,89478.59999999999
2019-04-30,620004.2
2019-05-01,207672.85
2019-05-02,17451500.0
2019-05-03,12026780.55
2019-05-04,220523.5
2019-05-06,268753.10000000003
2019-05-07,611754.4
2019-05-09,5262261.85
2019-05-09,169596.85
2019-05-09,50768.0
2019-05-09,475950.0
2019-05-10,339352.35000000003
2019-05-10,1031225.0
2019-05-13,7629161.2
2019-05-13,559082.6
2019-05-13,1557784.3499999999
2019-05-13,366640.14999999997
2019-05-14,32047.3
2019-05-15,951900.0
2019-05-17,555275.0
2019-05-20,1189875.0
2019-05-20,6591431.550000001
2019-05-20,516088.45
2019-05-24,443585.4
2019-05-24,126920.0
2019-05-25,583197.4
2019-05-25,491656.35
2019-05-27,544645.45
2019-05-28,12147513.2
2019-05-30,1189875.0
2019-05-30,552419.3
2019-06-01,207672.85
2019-06-03,43628.75
2019-06-03,17451500.0
2019-06-04,475950.0
2019-06-04,220523.5
2019-06-05,364895.0
2019-06-05,368702.6
2019-06-06,59493.75
2019-06-06,89478.59999999999
2019-06-07,7275054.4
2019-06-07,475950.0
2019-06-09,169596.85
2019-06-12,1031225.0
2019-06-13,2422902.8
2019-06-14,169596.85
2019-06-15,526083.3999999999
2019-06-17,555275.0
2019-06-17,951900.0
2019-06-18,237975.0
2019-06-18,663632.95
2019-06-19,1189875.0
2019-06-20,5953499.899999999
2019-06-20,145958000.0
2019-06-21,1597288.2000000002
2019-06-24,237975.0
2019-06-28,486103.60000000003
2019-06-30,1189875.0
2019-07-01,111055.0
2019-07-01,1578091.55
2019-07-01,396149.05
2019-07-01,380760.0
2019-07-01,207672.85
2019-07-02,3647363.5
2019-07-02,17451500.0
2019-07-04,220523.5
2019-07-05,301435.0
2019-07-06,1475127.7
2019-07-06,369019.9
2019-07-07,1636316.1
2019-07-08,4843267.199999999
2019-07-08,3491569.2
2019-07-09,169596.85
2019-07-10,1031225.0
2019-07-10,475950.0
2019-07-15,1382476.1
2019-07-16,1427691.3499999999
2019-07-16,951900.0
2019-07-17,555275.0
2019-07-18,1189875.0
2019-07-18,12922042.5
2019-07-18,577803.3
2019-07-18,473252.94999999995
2019-07-18,139929.30000000002
2019-07-19,444220.0
2019-07-22,423119.55000000005
2019-07-23,4078574.1999999997
2019-07-24,39662.5
2019-07-27,475950.0
2019-07-28,702978.15
2019-07-29,84877.75
2019-07-29,712655.8
2019-07-30,250191.05
2019-07-30,1189875.0
2019-08-01,207672.85
2019-08-02,17451500.0
2019-08-03,576851.4
2019-08-03,62825.4
2019-08-03,372351.55
2019-08-04,220523.5
2019-08-05,285570.0
2019-08-06,8268362.05
2019-08-06,1866517.25
2019-08-06,1983125.0
2019-08-08,185937.80000000002
2019-08-09,169596.85
2019-08-09,475950.0
2019-08-12,1031225.0
2019-08-12,423119.55000000005
2019-08-14,43628.75
2019-08-15,5317948.0
2019-08-15,951900.0
2019-08-16,555275.0
2019-08-17,525924.75
2019-08-17,301435.0
2019-08-17,55527.5
2019-08-19,19814591.75
2019-08-20,1189875.0
2019-08-20,43628.75
2019-08-21,550356.85
2019-08-23,43628.75
2019-08-25,625556.95
2019-08-26,1058988.75
2019-08-29,47595.0
2019-08-30,43628.75
2019-08-30,1189875.0
2019-08-31,1079454.6
2019-08-31,662839.7000000001
2019-09-01,207672.85
2019-09-03,17451500.0
2019-09-03,654272.6
2019-09-04,220523.5
2019-09-05,59493.75
2019-09-06,22058220.049999997
2019-09-06,7976128.75
2019-09-07,204182.55
2019-09-08,306194.5
2019-09-09,456436.05
2019-09-09,1032652.8500000001
2019-09-09,416456.25
2019-09-09,169596.85
2019-09-09,475950.0
2019-09-11,1031225.0
2019-09-12,5720284.4
2019-09-13,43628.75
2019-09-14,736770.6
2019-09-15,756125.8999999999
2019-09-16,1436893.0499999998
2019-09-16,555275.0
2019-09-17,951900.0
2019-09-18,1189875.0
2019-09-18,25486487.900000002
2019-09-19,647450.65
2019-09-19,43628.75
2019-09-22,2079901.5
2019-09-23,149606.94999999998
2019-09-23,439619.15
2019-09-23,390754.95
2019-09-28,530842.9
2019-09-28,67743.54999999999
2019-09-30,27763.75
2019-09-30,1189875.0
