date,amount
2018-08-30,566835.0
2018-08-31,185076.0
2018-09-01,753660.0
2018-09-01,208767.0
2018-09-02,1746297.0
2018-09-04,10927911.0
2018-09-04,19834296.0
2018-09-04,186984.0
2018-09-07,477000.0
2018-09-09,286200.0
2018-09-09,169971.0
2018-09-11,617874.0
2018-09-11,125133.0
2018-09-12,749844.0
2018-09-12,1421460.0
2018-09-13,89676.0
2018-09-17,161703.0
2018-09-17,139920.0
2018-09-17,556500.0
2018-09-18,68688.0
2018-09-18,954000.0
2018-09-19,1192500.0
2018-09-19,477000.0
2018-09-20,753342.0
2018-09-22,1103460.0
2018-09-22,108597.0
2018-09-25,1192341.0
2018-09-25,773376.0
2018-09-26,79500.0
2018-09-26,604200.0
2018-09-27,647289.0
2018-09-28,4530864.0
2018-09-28,212424.0
2018-09-29,369834.0
2018-09-29,742530.0
2018-10-01,47700.0
2018-10-01,2037108.0
2018-10-01,248994.0
2018-10-01,208767.0
2018-10-02,1972077.0
2018-10-02,19225962.0
2018-10-04,186984.0
2018-10-06,429300.0
2018-10-08,605154.0
2018-10-08,1282335.0
2018-10-08,496080.0
2018-10-09,169971.0
2018-10-09,317682.0
2018-10-09,477000.0
2018-10-10,853512.0
2018-10-11,1421460.0
2018-10-16,954000.0
2018-10-17,556500.0
2018-10-18,1192500.0
2018-10-18,533445.0
2018-10-18,719316.0
2018-10-18,127200.0
2018-10-22,5625897.0
2018-10-22,551094.0
2018-10-23,120363.0
2018-10-25,1192341.0
2018-10-25,476682.0
2018-10-27,403860.0
2018-10-28,202089.0
2018-10-28,234525.0
2018-10-28,1470591.0
2018-10-28,858600.0
2018-10-31,89676.0
2018-11-01,208767.0
2018-11-02,4173909.0
2018-11-02,19225962.0
2018-11-03,376194.0
2018-11-04,186984.0
2018-11-05,580509.0
2018-11-06,857805.0
2018-11-06,477000.0
2018-11-08,89676.0
2018-11-09,169971.0
2018-11-10,429300.0
2018-11-10,225621.0
2018-11-10,387960.0
2018-11-12,161862.0
2018-11-12,355047.0
2018-11-13,76320.0
2018-11-13,595137.0
2018-11-13,161385.0
2018-11-13,1423686.0
2018-11-14,954000.0
2018-11-16,556500.0
2018-11-17,362520.0
2018-11-17,245973.0
2018-11-17,101760.0
2018-11-17,369834.0
2018-11-19,318000.0
2018-11-19,463485.0
2018-11-19,159318.0
2018-11-20,1192500.0
2018-11-21,89676.0
2018-11-21,594819.0
2018-11-26,267120.0
2018-11-26,1192341.0
2018-11-27,270300.0
2018-11-27,451560.0
2018-11-30,9269541.0
2018-11-30,99693.0
2018-12-01,89676.0
2018-12-01,127200.0
2018-12-01,208767.0
2018-12-03,477477.0
2018-12-03,2355585.0
2018-12-03,19225962.0
2018-12-04,47700.0
2018-12-04,328335.0
2018-12-04,186984.0
2018-12-06,339942.0
2018-12-06,214332.0
2018-12-06,636000.0
2018-12-07,477000.0
2018-12-08,200976.0
2018-12-09,169971.0
2018-12-11,163611.0
2018-12-12,1423686.0
2018-12-13,429300.0
2018-12-14,340101.0
2018-12-14,271890.0
2018-12-14,954000.0
2018-12-17,1001700.0
2018-12-17,318159.0
2018-12-17,556500.0
2018-12-18,47700.0
2018-12-18,4945218.0
2018-12-18,898668.0
2018-12-18,794841.0
2018-12-18,663348.0
2018-12-18,386370.0
2018-12-19,1192500.0
2018-12-19,683859.0
2018-12-20,483042.0
2018-12-21,7378077.0
2018-12-22,339942.0
2018-12-22,352026.0
2018-12-23,445200.0
2018-12-24,610560.0
2018-12-26,891513.0
2018-12-26,516273.0
2018-12-26,118932.0
2018-12-26,1208241.0
2018-12-26,715341.0
2018-12-28,190800.0
2018-12-29,222600.0
2018-12-29,875136.0
2019-01-01,208131.0
2019-01-02,7943640.0
2019-01-03,17490000.0
2019-01-03,669390.0
2019-01-05,373491.0
2019-01-08,715500.0
2019-01-09,7814055.0
2019-01-09,4481256.0
2019-01-09,169971.0
2019-01-10,934761.0
2019-01-10,477000.0
2019-01-10,1033500.0
2019-01-14,459828.0
2019-01-15,96354.0
2019-01-16,556500.0
2019-01-16,954000.0
2019-01-18,1192500.0
2019-01-22,4420041.0
2019-01-24,334854.0
2019-01-24,186030.0
2019-01-24,66939.0
2019-01-25,1192500.0
2019-01-31,30210000.0
2019-01-31,497988.0
2019-02-01,150573.0
2019-02-01,208131.0
2019-02-04,1382823.0
2019-02-04,186984.0
2019-02-05,17490000.0
2019-02-07,1033500.0
2019-02-08,47700.0
2019-02-08,436773.0
2019-02-09,169971.0
2019-02-11,47700.0
2019-02-11,2129805.0
2019-02-11,381759.0
2019-02-12,485586.0
2019-02-12,1033500.0
2019-02-13,130539.0
2019-02-15,3298773.0
2019-02-15,72981.0
2019-02-15,954000.0
2019-02-16,127200.0
2019-02-16,520725.0
2019-02-16,595455.0
2019-02-19,9139956.0
2019-02-19,556500.0
2019-02-20,1192500.0
2019-02-20,477000.0
2019-02-21,4651386.0
2019-02-21,746664.0
2019-02-25,537420.0
2019-02-25,1192500.0
2019-02-27,409743.0
2019-02-28,509913.0
2019-03-01,208131.0
2019-03-04,1463436.0
2019-03-04,17490000.0
2019-03-04,186984.0
2019-03-05,111300.0
2019-03-06,7820574.0
2019-03-08,541872.0
2019-03-08,432003.0
2019-03-08,779100.0
2019-03-09,169971.0
2019-03-12,1033500.0
2019-03-12,48018.0
2019-03-14,4853793.0
2019-03-14,4798461.0
2019-03-14,127200.0
2019-03-15,954000.0
2019-03-18,5103741.0
2019-03-18,258057.0
2019-03-19,220056.0
2019-03-19,556500.0
2019-03-20,1192500.0
2019-03-22,596409.0
2019-03-23,82680.0
2019-03-25,1192500.0
2019-03-26,255036.0
2019-03-27,789117.0
2019-03-27,70914.0
2019-03-30,204156.0
2019-04-01,24687135.0
2019-04-01,208131.0
2019-04-02,17490000.0
2019-04-04,89676.0
2019-04-04,570810.0
2019-04-04,186984.0
2019-04-06,437886.0
2019-04-08,477000.0
2019-04-09,6944325.0
2019-04-09,170130.0
2019-04-09,477000.0
2019-04-09,169971.0
2019-04-10,1033500.0
2019-04-12,714387.0
2019-04-12,657306.0
2019-04-13,619146.0
2019-04-13,268233.0
2019-04-13,328176.0
2019-04-15,954000.0
2019-04-16,556500.0
2019-04-18,1192500.0
2019-04-19,9608688.0
2019-04-19,173151.0
2019-04-22,228960.0
2019-04-22,1025868.0
2019-04-23,470004.0
2019-04-25,1192500.0
2019-04-27,636000.0
2019-04-27,234366.0
2019-04-29,4276464.0
2019-04-29,89676.0
2019-04-30,621372.0
2019-05-01,208131.0
2019-05-02,17490000.0
2019-05-03,12053313.0
2019-05-04,221010.0
2019-05-06,269346.0
2019-05-07,613104.0
2019-05-09,5273871.0
2019-05-09,169971.0
2019-05-09,50880.0
2019-05-09,477000.0
2019-05-10,340101.0
2019-05-10,1033500.0
2019-05-13,7645992.0
2019-05-13,560316.0
2019-05-13,1561221.0
2019-05-13,367449.0
2019-05-14,32118.0
2019-05-15,954000.0
2019-05-17,556500.0
2019-05-20,1192500.0
2019-05-20,6605973.0
2019-05-20,517227.0
2019-05-24,444564.0
2019-05-24,127200.0
2019-05-25,584484.0
2019-05-25,492741.0
2019-05-27,545847.0
2019-05-28,12174312.0
2019-05-30,1192500.0
2019-05-30,553638.0
2019-06-01,208131.0
2019-06-03,43725.0
2019-06-03,17490000.0
2019-06-04,477000.0
2019-06-04,221010.0
2019-06-05,365700.0
2019-06-05,369516.0
2019-06-06,59625.0
2019-06-06,89676.0
2019-06-07,7291104.0
2019-06-07,477000.0
2019-06-09,169971.0
2019-06-12,1033500.0
2019-06-13,2428248.0
2019-06-14,169971.0
2019-06-15,527244.0
2019-06-17,556500.0
2019-06-17,954000.0
2019-06-18,238500.0
2019-06-18,665097.0
2019-06-19,1192500.0
2019-06-20,5966634.0
2019-06-20,146280000.0
2019-06-21,1600812.0
2019-06-24,238500.0
2019-06-28,487176.0
2019-06-30,1192500.0
2019-07-01,111300.0
2019-07-01,1581573.0
2019-07-01,397023.0
2019-07-01,381600.0
2019-07-01,208131.0
2019-07-02,3655410.0
2019-07-02,17490000.0
2019-07-04,221010.0
2019-07-05,302100.0
2019-07-06,1478382.0
2019-07-06,369834.0
2019-07-07,1639926.0
2019-07-08,4853952.0
2019-07-08,3499272.0
2019-07-09,169971.0
2019-07-10,1033500.0
2019-07-10,477000.0
2019-07-15,1385526.0
2019-07-16,1430841.0
2019-07-16,954000.0
2019-07-17,556500.0
2019-07-18,1192500.0
2019-07-18,12950550.0
2019-07-18,579078.0
2019-07-18,474297.0
2019-07-18,140238.0
2019-07-19,445200.0
2019-07-22,424053.0
2019-07-23,4087572.0
2019-07-24,39750.0
2019-07-27,477000.0
2019-07-28,704529.0
2019-07-29,85065.0
2019-07-29,714228.0
2019-07-30,250743.0
2019-07-30,1192500.0
2019-08-01,208131.0
2019-08-02,17490000.0
2019-08-03,578124.0
2019-08-03,62964.0
2019-08-03,373173.0
2019-08-04,221010.0
2019-08-05,286200.0
2019-08-06,8286602.999999999
2019-08-06,1870635.0
2019-08-06,1987500.0
2019-08-08,186348.0
2019-08-09,169971.0
2019-08-09,477000.0
2019-08-12,1033500.0
2019-08-12,424053.0
2019-08-14,43725.0
2019-08-15,5329680.0
2019-08-15,954000.0
2019-08-16,556500.0
2019-08-17,527085.0
2019-08-17,302100.0
2019-08-17,55650.0
2019-08-19,19858305.0
2019-08-20,1192500.0
2019-08-20,43725.0
2019-08-21,551571.0
2019-08-23,43725.0
2019-08-25,626937.0
2019-08-26,1061325.0
2019-08-29,47700.0
2019-08-30,43725.0
2019-08-30,1192500.0
2019-08-31,1081836.0
2019-08-31,664302.0
2019-09-01,208131.0
2019-09-03,17490000.0
2019-09-03,655716.0
2019-09-04,221010.0
2019-09-05,59625.0
2019-09-06,22106883.0
2019-09-06,7993725.0
2019-09-07,204633.0
2019-09-08,306870.0
2019-09-09,457443.0
2019-09-09,1034931.0
2019-09-09,417375.0
2019-09-09,169971.0
2019-09-09,477000.0
2019-09-11,1033500.0
2019-09-12,5732904.0
2019-09-13,43725.0
2019-09-14,738396.0
2019-09-15,757794.0
2019-09-16,1440063.0
2019-09-16,556500.0
2019-09-17,954000.0
2019-09-18,1192500.0
2019-09-18,25542714.0
2019-09-19,648879.0
2019-09-19,43725.0
2019-09-22,2084490.0
2019-09-23,149937.0
2019-09-23,440589.0
2019-09-23,391617.0
2019-09-28,532014.0
2019-09-28,67893.0
2019-09-30,27825.0
2019-09-30,1192500.0
